J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
20,6,10,0.1,43,0.0041988051496446134,0.1,4,0,0,5,0,0,0,1
20,6,10,0.1,45,0.004363911593100056,0.3,6,0,0,1,0,2,0,1
20,6,10,0.1,42,0.07945379829034209,0.3,4,0,0,3,0,1,0,2
20,6,10,0.1,47,0.004008217621594668,0.3,5,0,0,2,0,2,0,1
20,6,10,0.1,49,0.0002395723946392536,0.1,6,1,0,2,0,1,0,0
20,6,10,0.1,48,0.00424510189332068,0.2,4,1,0,3,0,1,0,1
20,6,10,0.1,46,0.0002719569019973278,0.1,5,0,0,4,0,1,0,0
20,6,10,0.1,50,0.00028337351977825165,0.1,5,3,0,1,0,1,0,0
20,6,10,0.1,51,0.00014032050967216492,0.0,8,1,0,1,0,0,0,0
20,6,10,0.1,52,0.0002696778625249863,0.0,4,0,0,6,0,0,0,0
20,6,10,0.1,53,0.00025671599432826043,0.2,6,1,0,1,0,2,0,0
20,6,10,0.1,55,0.00018552010878920556,0.0,6,0,0,4,0,0,0,0
20,6,10,0.1,57,0.003642113786190748,0.2,7,0,0,1,0,1,0,1
20,6,10,0.1,54,0.0002918155863881111,0.2,5,0,0,3,0,2,0,0
20,6,10,0.1,56,0.00031552566215395925,0.1,5,0,0,4,0,1,0,0
20,6,10,0.1,61,0.0042087944690138105,0.2,6,0,0,2,0,1,0,1
20,6,10,0.1,59,0.00029185910243541003,0.1,5,1,0,3,0,1,0,0
20,6,10,0.1,58,0.003966348781250417,0.2,5,0,0,3,0,1,0,1
20,6,10,0.1,60,0.0154459229670465,0.1,7,0,0,2,0,0,0,1
20,6,10,0.1,62,0.0042910313233733175,0.2,6,1,0,1,0,1,0,1
20,6,10,0.1,64,0.00021367436274886132,0.1,7,1,0,1,0,1,0,0
20,6,10,0.1,63,0.010422119218856097,0.3,7,0,0,0,0,2,0,1
20,6,10,0.1,65,0.0001248382031917572,0.0,9,0,0,1,0,0,0,0
20,6,10,0.1,66,0.00028388099744915964,0.1,5,1,0,3,0,1,0,0
20,6,10,0.1,67,0.000179485697299242,0.0,5,1,0,4,0,0,0,0
20,6,10,0.1,68,0.0094465846195817,0.2,4,0,0,4,0,0,0,2
20,6,10,0.1,69,0.004235194716602564,0.1,5,0,0,4,0,0,0,1
20,6,10,0.1,70,0.00023056359495967626,0.1,6,2,0,1,0,1,0,0
20,6,10,0.1,72,0.00020888475701212882,0.0,5,2,0,3,0,0,0,0
20,6,10,0.1,73,0.008543427288532256,0.5,2,1,0,2,0,3,0,2
20,6,10,0.1,74,0.0002636246383190155,0.2,7,0,0,1,0,2,0,0
