Matrix 0
0,0,1,0
0,1,0,0
1,0,1,0
1,0,1,1
1,1,0,1

Matrix 24
0,0,0,1
0,0,1,0
0,1,0,0
1,0,1,0
1,1,0,1
1,1,1,1

Matrix 25
0,0,0,1
0,0,1,0
0,1,0,0
1,1,0,0
1,0,1,1
1,1,1,1

Matrix 26
0,0,0,1
0,0,1,0
0,1,0,0
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 27
0,0,0,1
0,0,1,0
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0

Matrix 28
0,0,0,1
0,0,1,0
0,1,0,1
0,1,1,0
1,0,0,1
1,1,0,0

Matrix 29
0,0,0,1
0,0,1,0
0,1,0,1
0,1,1,0
1,0,0,1
1,1,1,0

Matrix 30
0,0,0,1
0,0,1,0
0,1,0,1
0,1,1,0
1,0,1,0
1,1,0,1

Matrix 31
0,0,0,1
0,0,1,0
0,1,0,1
0,1,1,0
1,1,0,0
1,0,1,1

Matrix 32
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,0,0
0,1,1,1

Matrix 33
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
0,1,1,1
1,1,1,0

Matrix 34
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,0
1,1,0,0
0,1,1,1

Matrix 35
0,0,0,1
0,0,1,0
0,1,0,1
1,1,0,0
0,1,1,1
1,0,1,1

Matrix 36
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,0,0
1,1,0,1

Matrix 37
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,0,0
1,1,1,0

Matrix 38
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,0,0
1,1,1,1

Matrix 39
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,0,1
1,1,1,0

Matrix 40
0,0,0,1
0,0,1,0
0,1,0,1
1,0,0,1
1,1,1,0
1,1,1,1

Matrix 41
0,0,0,1
0,0,1,0
0,1,1,0
1,0,0,1
1,1,0,0
0,1,1,1

Matrix 42
0,0,0,1
0,0,1,0
0,1,0,1
1,1,0,0
1,0,1,0
1,1,0,1

Matrix 43
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,0
1,1,0,0
1,1,1,1

Matrix 44
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,0
1,1,0,1
1,1,1,0

Matrix 45
0,0,0,1
0,0,1,0
0,1,0,1
1,1,0,0
1,1,0,1
1,0,1,1

Matrix 46
0,0,0,1
0,0,1,0
0,1,0,1
1,1,0,0
1,0,1,1
1,1,1,0

Matrix 47
0,0,0,1
0,0,1,0
0,1,0,1
1,1,0,0
1,0,1,1
1,1,1,1

Matrix 48
0,0,0,1
0,0,1,0
0,1,0,1
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 49
0,0,0,1
0,0,1,0
0,1,1,0
1,0,0,1
1,1,0,0
1,1,1,1

Matrix 50
0,0,0,1
0,0,1,0
0,1,1,0
1,0,0,1
1,1,0,1
1,1,1,0

Matrix 51
0,0,0,1
0,0,1,0
0,1,1,0
1,1,0,0
1,0,1,1
1,1,0,1

Matrix 52
0,0,0,1
0,0,1,0
1,1,0,0
0,1,1,1
1,0,1,1
1,1,0,1

Matrix 53
0,0,0,1
0,0,1,0
1,1,0,0
0,1,1,1
1,0,1,1
1,1,1,1

Matrix 54
0,0,0,1
0,0,1,0
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 55
0,0,0,1
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0

Matrix 56
0,0,0,1
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,1,1,0

Matrix 57
0,0,0,1
0,0,1,1
0,1,0,1
0,1,1,0
1,0,1,0
1,1,0,0

Matrix 58
0,0,0,1
0,0,1,1
0,1,0,1
0,1,1,0
1,0,1,0
1,1,0,1

Matrix 59
0,0,0,1
0,0,1,1
0,1,0,1
0,1,1,0
1,1,0,0
1,0,1,1

Matrix 60
0,0,0,1
0,0,1,1
0,1,0,1
1,0,0,1
0,1,1,1
1,1,1,0

Matrix 61
0,0,0,1
0,0,1,1
0,1,0,1
1,0,1,0
1,1,0,0
0,1,1,1

Matrix 62
0,0,0,1
0,0,1,1
0,1,0,1
1,0,0,1
1,1,1,0
1,1,1,1

Matrix 63
0,0,0,1
0,0,1,1
0,1,1,0
1,0,0,1
1,1,0,0
0,1,1,1

Matrix 64
0,0,0,1
0,0,1,1
0,1,0,1
1,0,1,0
1,1,0,0
1,1,1,0

Matrix 65
0,0,0,1
0,0,1,1
0,1,0,1
1,0,1,0
1,1,0,0
1,1,1,1

Matrix 66
0,0,0,1
0,0,1,1
0,1,0,1
1,0,1,0
1,1,0,1
1,1,1,0

Matrix 67
0,0,0,1
0,0,1,1
0,1,0,1
1,1,0,0
1,0,1,1
1,1,1,0

Matrix 68
0,0,0,1
0,0,1,1
0,1,0,1
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 69
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
1,1,0,0
0,1,1,1

Matrix 70
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
0,1,1,1
1,1,0,1

Matrix 71
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
0,1,1,1
1,0,1,1

Matrix 72
0,0,0,1
0,0,1,1
0,1,1,0
1,0,0,1
1,1,0,0
1,1,1,0

Matrix 73
0,0,0,1
0,0,1,1
0,1,1,0
1,0,0,1
1,1,0,0
1,1,1,1

Matrix 74
0,0,0,1
0,0,1,1
0,1,1,0
1,0,0,1
1,1,0,1
1,1,1,0

Matrix 75
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
1,1,0,0
1,1,0,1

Matrix 76
0,0,0,1
0,1,1,0
1,0,1,0
1,1,0,0
0,0,1,1
1,1,1,0

Matrix 77
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
1,1,0,0
1,1,1,1

Matrix 78
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
1,1,1,0
1,1,0,1

Matrix 79
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,0
1,1,0,1
1,1,1,1

Matrix 80
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
1,0,1,1
1,1,0,1

Matrix 81
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
1,0,1,1
1,1,1,0

Matrix 82
0,0,0,1
0,0,1,1
0,1,1,0
1,1,0,0
1,0,1,1
1,1,1,1

Matrix 83
0,0,0,1
0,0,1,1
0,1,1,0
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 84
0,0,0,1
0,0,1,1
1,1,0,0
0,1,1,1
1,0,1,1
1,1,1,0

Matrix 85
0,0,0,1
0,0,1,1
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0

Matrix 86
0,0,0,1
0,1,1,0
1,0,0,1
1,0,1,0
1,1,0,0
0,1,1,1

Matrix 87
0,0,0,1
0,1,1,0
1,0,0,1
1,0,1,0
0,1,1,1
1,1,0,1

Matrix 88
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0
0,1,1,1

Matrix 89
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
0,1,1,1
1,1,1,0

Matrix 90
0,0,1,1
0,1,0,1
0,1,1,0
1,0,1,0
0,1,1,1
1,1,0,1

Matrix 91
0,0,1,1
0,1,0,1
0,1,1,0
1,1,0,0
0,1,1,1
1,0,1,1

Matrix 92
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0
1,1,0,0

Matrix 93
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0
1,1,0,1

Matrix 94
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,0
1,1,1,1

Matrix 95
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,1,0,0
1,0,1,1

Matrix 96
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,0,1,1
1,1,1,0

Matrix 97
0,0,1,1
0,1,0,1
0,1,1,0
1,0,0,1
1,1,1,0
1,1,1,1

Matrix 98
0,0,1,1
0,1,0,1
0,1,1,0
1,0,1,0
1,0,1,1
1,1,0,1

Matrix 99
0,0,1,1
0,1,0,1
0,1,1,0
1,0,1,0
1,1,0,1
1,1,1,1

Matrix 100
0,0,1,1
0,1,0,1
0,1,1,0
1,1,0,0
1,0,1,1
1,1,1,1

Matrix 101
0,0,1,1
0,1,0,1
1,0,0,1
1,0,1,0
1,1,0,0
0,1,1,1

Matrix 102
0,0,1,1
0,1,0,1
1,0,0,1
1,0,1,0
0,1,1,1
1,1,1,0

